,ResponseId,frame,source,option_selected,rating,rating_num,reversed_rating_num,rationale,age_grouped,gender,ethnicity_grouped,education,continent_grouped,ADP_familiar,student,NEP_Score,scenario,option_selected_B,option_selected_A,frame_gain,frame_loss,ADP_No,Unnamed: 0,index,prompt,response,temperature,top_p,test,model,num_calls,sys_role,instructions,risk,rating_cat,rating_cat_rev,scenario_c,source_AI
10,R_1rpFtYKkYSYlGuB,gain,human,Proposal A,2: Preference for Proposal A,2,6,The probability that choice A is stable and choice B is 1/3 is not very high   ,25 - 34 years old,Male,White or Caucasian,Bachelor's degree,North America,Yes,No,9.0,forest,0,1,1,0,Yes,,,,,,,,,,,,,,,,human
11,R_vYmkyLhPdtgZbBD,loss,human,Proposal A,2: Preference for Proposal A,2,6,No room for error,25 - 34 years old,Female,White or Caucasian,Associates or technical degree,North America,Yes,No,8.0,animal,0,1,0,1,Yes,,,,,,,,,,,,,,,,human
12,R_1ocIFtWgQEFTLfH,gain,human,Proposal A,3: Slight Preference for Propsal A,3,5,"I don't like the idea of putting all 900 people's lives on the lives, I'd rather have 300 guaranteed lives safe.",18 - 24 years old,Male,White or Caucasian,Completed high school / secondary school,Other / Not Provided,No,Yes,18.0,human,0,1,1,0,No,,,,,,,,,,,,,,,,human
13,R_2zMWHKgL9aZY5R7,gain,human,Proposal A,3: Slight Preference for Propsal A,3,5,Media coverage will probably be worse and the option as a whole would be less justifiable if it goes wrong,18 - 24 years old,Other,White or Caucasian,Associates or technical degree,Europe,No,Yes,17.0,animal,0,1,1,0,No,,,,,,,,,,,,,,,,human
14,R_1FbkLFluHgZjH4E,gain,human,Proposal A,2: Preference for Proposal A,2,6,Plan a is safer,25 - 34 years old,Female,White or Caucasian,Bachelor's degree,North America,No,No,24.0,forest,0,1,1,0,No,,,,,,,,,,,,,,,,human
15,R_2ttKqqTYt4nAUSi,gain,human,Proposal B,5: Slight Preference for Proposal B,5,3,,25 - 34 years old,Female,grouped,Bachelor's degree,Europe,No,No,8.0,human,1,0,1,0,No,,,,,,,,,,,,,,,,human
16,R_3EbYbhaXKeC1ONH,loss,human,Proposal B,6: Preference for Proposal B,6,2,"Life is bigger than days, there is a 1/3 chance to save everyone, and as government officials should mobilize all available resources to save more lives   ",25 - 34 years old,Male,White or Caucasian,Bachelor's degree,North America,Yes,No,21.0,human,1,0,0,1,Yes,,,,,,,,,,,,,,,,human
17,R_2uvO2kYP46HWVvF,loss,human,Proposal A,4: No Preference for Proposal A or B,4,4,Both of them are really bad choices so I cannot have a preference ,25 - 34 years old,Female,White or Caucasian,Bachelor's degree,Europe,No,Yes,9.0,forest,0,1,0,1,No,,,,,,,,,,,,,,,,human
18,R_WCpp7rA55qchy9j,gain,human,Proposal A,4: No Preference for Proposal A or B,4,4,"If you choose A, you can guarantee the survival of 300 trees, and the probability of B being protected is less than the probability of being protected.",25 - 34 years old,Male,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",North America,Yes,Yes,30.0,forest,0,1,1,0,Yes,,,,,,,,,,,,,,,,human
19,R_1gvGQNXJXRGA8Rp,gain,human,Proposal B,4: No Preference for Proposal A or B,4,4,Choice B is like gambling. You have to lose,25 - 34 years old,Female,grouped,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",North America,Yes,Yes,30.0,human,1,0,1,0,Yes,,,,,,,,,,,,,,,,human
20,R_27jlcHjQmVhKcu5,loss,human,Proposal B,6: Preference for Proposal B,6,2,Maybe fewer people will die this way,35 - 44 years old,Male,White or Caucasian,Bachelor's degree,Europe,No,No,22.0,human,1,0,0,1,No,,,,,,,,,,,,,,,,human
21,R_1doUBi5lYk0FilO,loss,human,Proposal B,5: Slight Preference for Proposal B,5,3,A 1/3 chance,25 - 34 years old,Male,White or Caucasian,Bachelor's degree,North America,No,No,9.0,animal,1,0,0,1,No,,,,,,,,,,,,,,,,human
22,R_3PiNmOxUIzuHLsE,gain,human,Proposal A,3: Slight Preference for Propsal A,3,5,,35 - 44 years old,Female,White or Caucasian,Completed high school / secondary school,North America,Yes,No,23.0,animal,0,1,1,0,Yes,,,,,,,,,,,,,,,,human
23,R_2SrGnQuDHgbX09H,loss,human,Proposal B,5: Slight Preference for Proposal B,5,3," If you bet right, you can avoid ocean death.",25 - 34 years old,Male,White or Caucasian,Bachelor's degree,North America,Yes,No,11.0,animal,1,0,0,1,Yes,,,,,,,,,,,,,,,,human
24,R_3iKHfbIOdJpvzqU,gain,human,Proposal A,1: Strong Preference for Proposal A,1,7,Just because I can't gamble with 900 people's lives,25 - 34 years old,Male,White or Caucasian,Associates or technical degree,Europe,No,No,15.0,human,0,1,1,0,No,,,,,,,,,,,,,,,,human
25,R_2qrBYQ9zWp28yCu,loss,human,Proposal A,2: Preference for Proposal A,2,6,空气污染严重,45 - 54 years old,Male,grouped,Bachelor's degree,Asia,Yes,No,21.0,forest,0,1,0,1,Yes,,,,,,,,,,,,,,,,human
26,R_viW4qwRjlTUyksp,gain,human,Proposal A,3: Slight Preference for Propsal A,3,5,污染严重,35 - 44 years old,Female,grouped,Bachelor's degree,Asia,Yes,No,19.0,human,0,1,1,0,Yes,,,,,,,,,,,,,,,,human
27,R_XMoLodj1bLLsM5r,loss,human,Proposal B,5: Slight Preference for Proposal B,5,3,Preference refers to a concept in utility theory. It refers to the attitude of decision makers towards returns and risks. The degree to which the decision-maker has a strong preference for an option or outcome   ,25 - 34 years old,Female,grouped,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",Asia,Yes,Yes,23.0,human,1,0,0,1,Yes,,,,,,,,,,,,,,,,human
28,R_1FxodwWOgksSmfg,loss,human,Proposal A,4: No Preference for Proposal A or B,4,4,Preference refers to a concept in utility theory. It refers to the attitude of decision makers towards returns and risks. The degree to which the decision-maker has a strong preference for an option or outcome   ,25 - 34 years old,Female,grouped,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",Asia,Yes,No,21.0,animal,0,1,0,1,Yes,,,,,,,,,,,,,,,,human
29,R_pGhoEKhiwHyLeZX,loss,human,Proposal B,4: No Preference for Proposal A or B,4,4,Preference refers to a concept in utility theory. It refers to the attitude of decision makers towards returns and risks. The degree to which the decision-maker has a strong preference for an option or outcome   ,35 - 44 years old,Male,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",Asia,Yes,Yes,21.0,forest,1,0,0,1,Yes,,,,,,,,,,,,,,,,human
30,R_3fN6ejrc5Mzyx4p,gain,human,Proposal A,3: Slight Preference for Propsal A,3,5,"I felt that ideally the less trees are left the more important it is to protect them, so while the best possible outcome is for all trees to survive, 300 is more than one third as good.",18 - 24 years old,Male,White or Caucasian,Bachelor's degree,Europe,No,Yes,16.0,forest,0,1,1,0,No,,,,,,,,,,,,,,,,human
31,R_d4t4KzFDl27o8St,loss,human,Proposal B,5: Slight Preference for Proposal B,5,3,find oneself,45+,Female,White or Caucasian,Bachelor's degree,North America,Yes,No,28.0,animal,1,0,0,1,Yes,,,,,,,,,,,,,,,,human
32,R_2XmMgYHu6oTOR97,loss,human,Proposal A,3: Slight Preference for Propsal A,3,5,"While both policies, on average, result in the same number of deaths, a straight reduction of deaths makes more sense for a one-time implementation of policy.",35 - 44 years old,Male,White or Caucasian,Bachelor's degree,North America,Yes,Yes,15.0,human,0,1,0,1,Yes,,,,,,,,,,,,,,,,human
33,R_2saOAfLuUzwLhW1,gain,human,Proposal A,2: Preference for Proposal A,2,6,I would rather save 300 than possibly kill even more,25 - 34 years old,Female,White or Caucasian,Bachelor's degree,North America,No,No,19.0,animal,0,1,1,0,No,,,,,,,,,,,,,,,,human
34,R_11bU0B0YHaj3uHN,loss,human,Proposal A,3: Slight Preference for Propsal A,3,5,The risk of Plan A is lower,25 - 34 years old,Male,White or Caucasian,Bachelor's degree,North America,Yes,Yes,15.0,animal,0,1,0,1,Yes,,,,,,,,,,,,,,,,human
35,R_1mmgInLRnn7YTMC,gain,human,Proposal A,3: Slight Preference for Propsal A,3,5,There are animals that will survive much better than Plan two,25 - 34 years old,Male,White or Caucasian,Associates or technical degree,Europe,Yes,Yes,12.0,animal,0,1,1,0,Yes,,,,,,,,,,,,,,,,human
36,R_1gO3GfjzD48jXJw,loss,human,Proposal A,3: Slight Preference for Propsal A,3,5,,25 - 34 years old,Male,White or Caucasian,Completed high school / secondary school,North America,Yes,No,19.0,human,0,1,0,1,Yes,,,,,,,,,,,,,,,,human
37,R_2Slx3aGJLY67HV7,gain,human,Proposal A,1: Strong Preference for Proposal A,1,7,Protect animal life,25 - 34 years old,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",Asia,Yes,Yes,8.0,animal,0,1,1,0,Yes,,,,,,,,,,,,,,,,human
38,R_2axBKeXirx08fEl,gain,human,Proposal A,4: No Preference for Proposal A or B,4,4,e the rationale for your preference rating,18 - 24 years old,Female,grouped,Associates or technical degree,Other / Not Provided,Yes,Yes,25.0,human,0,1,1,0,Yes,,,,,,,,,,,,,,,,human
39,R_2V2Q3fNGxLv0XzT,loss,human,Proposal A,2: Preference for Proposal A,2,6,Proposition A Insurance,25 - 34 years old,Male,White or Caucasian,Associates or technical degree,North America,Yes,No,20.0,forest,0,1,0,1,Yes,,,,,,,,,,,,,,,,human
40,R_C3IlEpyazR71BCN,loss,human,Proposal A,2: Preference for Proposal A,2,6,Proposition A Insurance,25 - 34 years old,Male,White or Caucasian,Associates or technical degree,North America,Yes,No,20.0,human,0,1,0,1,Yes,,,,,,,,,,,,,,,,human
41,R_21hLoybmI8jdgil,gain,human,Proposal A,4: No Preference for Proposal A or B,4,4,a insurance,25 - 34 years old,Male,White or Caucasian,Bachelor's degree,North America,Yes,No,20.0,forest,0,1,1,0,Yes,,,,,,,,,,,,,,,,human
42,R_3qOFWUr60m9KJmX,gain,human,Proposal A,4: No Preference for Proposal A or B,4,4,a insurance,25 - 34 years old,Male,White or Caucasian,Bachelor's degree,North America,Yes,No,20.0,animal,0,1,1,0,Yes,,,,,,,,,,,,,,,,human
43,R_UKfTzLjBP6Eef73,loss,human,Proposal B,7: Strong Preference for Proposal B,7,1,Better believe it than believe it.,35 - 44 years old,Male,White or Caucasian,Bachelor's degree,North America,Yes,No,13.0,forest,1,0,0,1,Yes,,,,,,,,,,,,,,,,human
44,R_3McBb5a7BEZH7r7,loss,human,Proposal B,7: Strong Preference for Proposal B,7,1,https://lse.eu.qualtrics.com/jfe/form/SV_brLsIIwq9gdB6SO,25 - 34 years old,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",North America,Yes,Yes,9.0,animal,1,0,0,1,Yes,,,,,,,,,,,,,,,,human
45,R_1jHPMr958iwrKWk,gain,human,Proposal A,3: Slight Preference for Propsal A,3,5,,35 - 44 years old,Male,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",North America,No,No,22.0,human,0,1,1,0,No,,,,,,,,,,,,,,,,human
46,R_vuboPvGR1aCQ2Gd,gain,human,Proposal A,3: Slight Preference for Propsal A,3,5,no,45 - 54 years old,Other,grouped,Bachelor's degree,Europe,No,Yes,23.0,forest,0,1,1,0,No,,,,,,,,,,,,,,,,human
47,R_2wzyn2j2fHiS98W,loss,human,Proposal A,1: Strong Preference for Proposal A,1,7,good,35 - 44 years old,Female,grouped,Completed high school / secondary school,Europe,No,Yes,18.0,forest,0,1,0,1,No,,,,,,,,,,,,,,,,human
48,R_1jvT1o3ejFswDZa,gain,human,Proposal B,7: Strong Preference for Proposal B,7,1,,18 - 24 years old,Female,White or Caucasian,Bachelor's degree,North America,Yes,Yes,11.0,animal,1,0,1,0,Yes,,,,,,,,,,,,,,,,human
49,R_2wLdljd7J0G61zK,loss,human,Proposal B,5: Slight Preference for Proposal B,5,3,"Plan A is death, Plan B is possible survival, since it is possible, why not try Plan B",25 - 34 years old,Male,White or Caucasian,Bachelor's degree,Europe,No,No,13.0,animal,1,0,0,1,No,,,,,,,,,,,,,,,,human
50,R_3siteL17f7B7sUH,loss,human,Proposal A,2: Preference for Proposal A,2,6,It fits my idea,25 - 34 years old,Female,White or Caucasian,Bachelor's degree,Asia,Yes,Yes,9.0,human,0,1,0,1,Yes,,,,,,,,,,,,,,,,human
51,R_3F27J66mes4aCfT,gain,human,Proposal A,3: Slight Preference for Propsal A,3,5,"Wouldn't want to be responsible for the loss of all life, doing your best to save what is possible seems to be the best option.",25 - 34 years old,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",Europe,No,Yes,10.0,animal,0,1,1,0,No,,,,,,,,,,,,,,,,human
52,R_VL0gv7ben4GCA9j,gain,human,Proposal A,2: Preference for Proposal A,2,6,"Neither sound great, but at least A is guaranteed to protect some.",25 - 34 years old,Female,White or Caucasian,Completed high school / secondary school,Other / Not Provided,No,No,12.0,forest,0,1,1,0,No,,,,,,,,,,,,,,,,human
53,R_6fjgKifM8fq64bT,loss,human,Proposal A,1: Strong Preference for Proposal A,1,7,I wouldnt want to risk loosing all of the animals. Saving at least 300 is good enough for me,18 - 24 years old,Female,White or Caucasian,Completed high school / secondary school,Europe,No,Yes,9.0,animal,0,1,0,1,No,,,,,,,,,,,,,,,,human
54,R_Aole93GlI4WDiMN,loss,human,Proposal A,2: Preference for Proposal A,2,6,"Satisfied at the moment, I also really want not a single tree to be cut down, but no matter what I try, if I don’t succeed, then 900 trees will be cut down, so I prefer plan A",25 - 34 years old,Male,White or Caucasian,Completed high school / secondary school,North America,No,No,10.0,forest,0,1,0,1,No,,,,,,,,,,,,,,,,human
55,R_w5z8C4OvI3FbZ4Z,gain,human,Proposal A,3: Slight Preference for Propsal A,3,5,More solid chance of survival ,18 - 24 years old,Male,White or Caucasian,Bachelor's degree,Europe,No,Yes,10.0,human,0,1,1,0,No,,,,,,,,,,,,,,,,human
56,R_2t5Npl2gFjvcawG,gain,human,Proposal A,3: Slight Preference for Propsal A,3,5,"2/3 is a lot of chance to have none saved, so sure chance to have 300 saved looks more ethical",25 - 34 years old,Male,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",Europe,No,Yes,20.0,animal,0,1,1,0,No,,,,,,,,,,,,,,,,human
57,R_2tzhcIWTzSKmP6m,loss,human,Proposal B,7: Strong Preference for Proposal B,7,1,Y,25 - 34 years old,Male,White or Caucasian,Bachelor's degree,North America,No,Yes,21.0,human,1,0,0,1,No,,,,,,,,,,,,,,,,human
58,R_3qkFYtd7bQ5xM1o,loss,human,Proposal A,2: Preference for Proposal A,2,6,,18 - 24 years old,Male,grouped,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",Asia,No,Yes,16.0,forest,0,1,0,1,No,,,,,,,,,,,,,,,,human
59,R_1Q57S8lDbWeNJKE,gain,human,Proposal A,2: Preference for Proposal A,2,6,na,35 - 44 years old,Female,White or Caucasian,Bachelor's degree,North America,No,No,26.0,forest,0,1,1,0,No,,,,,,,,,,,,,,,,human
60,R_1CstPlB3Z1vMG63,gain,human,Proposal A,2: Preference for Proposal A,2,6,A sounds better.,25 - 34 years old,Female,grouped,Bachelor's degree,Asia,No,Yes,10.0,forest,0,1,1,0,No,,,,,,,,,,,,,,,,human
61,R_d7mPnKpc7wwIT9n,loss,human,Proposal A,3: Slight Preference for Propsal A,3,5,preference for proposal,35 - 44 years old,Male,grouped,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",Asia,No,Yes,25.0,animal,0,1,0,1,No,,,,,,,,,,,,,,,,human
62,R_2XhXLOpVuIAfcBb,loss,human,Proposal A,3: Slight Preference for Propsal A,3,5,Plan A can ensure at least 300 trees to live.,25 - 34 years old,Female,grouped,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",Europe,No,Yes,11.0,forest,0,1,0,1,No,,,,,,,,,,,,,,,,human
63,R_1fjERxd2JrHUBDf,loss,human,Proposal B,6: Preference for Proposal B,6,2,risk seeking for loss,25 - 34 years old,Female,grouped,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",Europe,No,Yes,21.0,animal,1,0,0,1,No,,,,,,,,,,,,,,,,human
64,R_1eJZ6jpInzjSCo0,gain,human,Proposal A,3: Slight Preference for Propsal A,3,5,A can ensure at least 300 people to alive,25 - 34 years old,Female,grouped,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",Asia,No,Yes,13.0,human,0,1,1,0,No,,,,,,,,,,,,,,,,human
65,R_2aQs2YHHJGGOyiu,loss,human,Proposal B,6: Preference for Proposal B,6,2,概率的生还，是值得去拼搏的,25 - 34 years old,Male,grouped,Bachelor's degree,Asia,Yes,No,24.0,human,1,0,0,1,Yes,,,,,,,,,,,,,,,,human
66,R_PA5hvxWWipvv9x7,loss,human,Proposal A,1: Strong Preference for Proposal A,1,7,"I can't make the decision of death for others, but I should be stable to let more people live",25 - 34 years old,Female,White or Caucasian,Associates or technical degree,North America,Yes,No,17.0,human,0,1,0,1,Yes,,,,,,,,,,,,,,,,human
67,R_1GyjIFynyizrR5l,loss,human,Proposal A,3: Slight Preference for Propsal A,3,5,"Minimizing the mortality of Marine organisms is A good plan to maintain the ecology. If B is chosen, there will be a greater probability of causing the death of more Marine organisms, which is obvious, so I choose A",35 - 44 years old,Male,White or Caucasian,Associates or technical degree,North America,No,No,11.0,animal,0,1,0,1,No,,,,,,,,,,,,,,,,human
68,R_3jeWLyRoasEV4Lm,gain,human,Proposal B,6: Preference for Proposal B,6,2,Proposal B more animals will be safe,18 - 24 years old,Male,grouped,Bachelor's degree,North America,No,Yes,12.0,animal,1,0,1,0,No,,,,,,,,,,,,,,,,human
69,R_2hS1UF0dRoJuyT7,loss,human,Proposal A,2: Preference for Proposal A,2,6,Many animals will be saved than B,25 - 34 years old,Male,grouped,Associates or technical degree,Europe,No,No,25.0,animal,0,1,0,1,No,,,,,,,,,,,,,,,,human
70,R_eS5rjABSzu2MSRP,loss,human,Proposal B,5: Slight Preference for Proposal B,5,3,Slight outcome of less treees being logged,18 - 24 years old,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",Europe,No,Yes,11.0,forest,1,0,0,1,No,,,,,,,,,,,,,,,,human
71,R_1jThMvGOaPsmKh8,gain,human,Proposal A,1: Strong Preference for Proposal A,1,7,Being utterly sure thay the trees will be preserved,25 - 34 years old,Female,grouped,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",Europe,No,Yes,8.0,forest,0,1,1,0,No,,,,,,,,,,,,,,,,human
72,R_1FfDJHDMW1HyDAJ,loss,human,Proposal B,5: Slight Preference for Proposal B,5,3,at least people still have a chance to survive,25 - 34 years old,Female,grouped,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",Asia,No,Yes,20.0,human,1,0,0,1,No,,,,,,,,,,,,,,,,human
73,R_0xlEfSFhuktq8k9,gain,human,Proposal A,2: Preference for Proposal A,2,6,Better to save 300 than none at all,35 - 44 years old,Female,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",Other / Not Provided,No,Yes,16.0,animal,0,1,1,0,No,,,,,,,,,,,,,,,,human
74,R_3MPBC0Rjv0fEcSk,gain,human,Proposal A,2: Preference for Proposal A,2,6,Plan A guarantees a third of the survivors,35 - 44 years old,Male,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",North America,Yes,No,10.0,human,0,1,1,0,Yes,,,,,,,,,,,,,,,,human
75,R_10T9Z2fjOg0IFMO,loss,human,Proposal A,1: Strong Preference for Proposal A,1,7,Because we still have to leave some trees for them to grow.,25 - 34 years old,Female,grouped,Associates or technical degree,North America,Yes,No,16.0,forest,0,1,0,1,Yes,,,,,,,,,,,,,,,,human
76,R_3PYzBiq8hsa4ZGx,loss,human,Proposal B,6: Preference for Proposal B,6,2,none,35 - 44 years old,Male,grouped,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",North America,Yes,Yes,19.0,animal,1,0,0,1,Yes,,,,,,,,,,,,,,,,human
77,R_1zucqQ9Tg9JbBW9,loss,human,Proposal A,3: Slight Preference for Propsal A,3,5,The risks of Plan B are large and unbearable,35 - 44 years old,Male,White or Caucasian,Bachelor's degree,North America,Yes,No,15.0,human,0,1,0,1,Yes,,,,,,,,,,,,,,,,human
78,R_12GuOUXGXkRDMQI,gain,human,Proposal A,2: Preference for Proposal A,2,6,,25 - 34 years old,Male,White or Caucasian,Bachelor's degree,North America,Yes,No,22.0,animal,0,1,1,0,Yes,,,,,,,,,,,,,,,,human
79,R_2SqRr4Ik7Xt180F,gain,human,Proposal A,2: Preference for Proposal A,2,6,"Because there is only a 1% chance of choosing b, although only 300 people in A can still plant trees",18 - 24 years old,Male,White or Caucasian,Associates or technical degree,North America,Yes,No,24.0,human,0,1,1,0,Yes,,,,,,,,,,,,,,,,human
80,R_2EB4Tgvzsa5wMDH,gain,human,Proposal A,1: Strong Preference for Proposal A,1,7,absence,25 - 34 years old,Female,grouped,Completed high school / secondary school,North America,No,No,23.0,forest,0,1,1,0,No,,,,,,,,,,,,,,,,human
81,R_OwiKJtRbkM2WaY1,gain,human,Proposal B,6: Preference for Proposal B,6,2,my use feel,35 - 44 years old,Female,White or Caucasian,Associates or technical degree,North America,Yes,No,13.0,forest,1,0,1,0,Yes,,,,,,,,,,,,,,,,human
82,R_1gnCwFEmIOM8IJx,gain,human,Proposal A,4: No Preference for Proposal A or B,4,4,It feels the same.,18 - 24 years old,Female,White or Caucasian,Completed high school / secondary school,North America,No,No,10.0,human,0,1,1,0,No,,,,,,,,,,,,,,,,human
83,R_1pEcaHA7tW3qK4Q,gain,human,Proposal B,6: Preference for Proposal B,6,2,Hopefully more animals will survive,25 - 34 years old,Male,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",North America,Yes,No,8.0,animal,1,0,1,0,Yes,,,,,,,,,,,,,,,,human
84,R_WfhjAfmyx5KpXMZ,loss,human,Proposal A,2: Preference for Proposal A,2,6,,35 - 44 years old,Male,White or Caucasian,Associates or technical degree,North America,Yes,No,11.0,forest,0,1,0,1,Yes,,,,,,,,,,,,,,,,human
85,R_3dYBRsnR4sMWKqA,gain,human,Proposal A,1: Strong Preference for Proposal A,1,7,Survival rate is higher than B,18 - 24 years old,Female,grouped,Completed high school / secondary school,Europe,Yes,Yes,10.0,human,0,1,1,0,Yes,,,,,,,,,,,,,,,,human
86,R_1CgueOjgTYGxOkq,gain,human,Proposal A,3: Slight Preference for Propsal A,3,5,NO,25 - 34 years old,Male,White or Caucasian,Associates or technical degree,Other / Not Provided,Yes,Yes,23.0,forest,0,1,1,0,Yes,,,,,,,,,,,,,,,,human
87,R_2y2a7kh1IGUV8M3,loss,human,Proposal A,2: Preference for Proposal A,2,6,Many will survive,25 - 34 years old,Female,White or Caucasian,Bachelor's degree,Europe,Yes,No,19.0,animal,0,1,0,1,Yes,,,,,,,,,,,,,,,,human
88,R_3kGQIbfu9gB5AUa,gain,human,Proposal A,3: Slight Preference for Propsal A,3,5,At least 300 trees can be kept to avoid it.,25 - 34 years old,Female,White or Caucasian,Bachelor's degree,North America,No,No,17.0,forest,0,1,1,0,No,,,,,,,,,,,,,,,,human
89,R_yqGQtJCNm7Kybi9,loss,human,Proposal B,5: Slight Preference for Proposal B,5,3,emm,25 - 34 years old,Female,White or Caucasian,Bachelor's degree,North America,Yes,No,28.0,animal,1,0,0,1,Yes,,,,,,,,,,,,,,,,human
90,R_2QuDRxDflkfBBeT,gain,human,Proposal A,2: Preference for Proposal A,2,6,Option A ensures that at least 300 trees are protected. This scheme provides a definitive solution that ensures the preservation of a portion of the trees,25 - 34 years old,Male,White or Caucasian,Associates or technical degree,North America,No,No,10.0,forest,0,1,1,0,No,,,,,,,,,,,,,,,,human
91,R_1mW6PdwEs8r1TXv,gain,human,Proposal B,6: Preference for Proposal B,6,2,Oil spill is related to the industrial chain.,18 - 24 years old,Other,White or Caucasian,Completed high school / secondary school,North America,No,Yes,14.0,animal,1,0,1,0,No,,,,,,,,,,,,,,,,human
92,R_2y4asQP1DyBe3XH,loss,human,Proposal A,2: Preference for Proposal A,2,6,,25 - 34 years old,Female,grouped,Completed high school / secondary school,North America,No,No,15.0,human,0,1,0,1,No,,,,,,,,,,,,,,,,human
